Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Total Nacional;08 Castilla - La Mancha;02 Albacete;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;7.387
Total Nacional;08 Castilla - La Mancha;02 Albacete;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;5.551
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2026M04;42.761
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2026M03;38.292
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2026M02;26.975
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2026M01;24.239
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M12;31.265
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M11;34.779
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M10;42.085
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M09;41.261
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M08;46.875
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M07;42.988
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M06;40.934
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M05;45.309
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M04;39.829
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M03;32.234
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M02;30.021
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;;2025M01;23.876
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2026M04;37.609
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2026M03;33.968
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2026M02;23.398
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2026M01;20.608
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M12;27.270
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M11;30.537
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M10;36.155
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M09;35.444
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M08;39.990
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M07;37.099
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M06;35.716
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M05;39.667
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M04;34.916
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M03;26.894
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M02;26.982
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en España;2025M01;20.532
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2026M04;5.151
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2026M03;4.324
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2026M02;3.577
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2026M01;3.631
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M12;3.995
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M11;4.242
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M10;5.930
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M09;5.816
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M08;6.886
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M07;5.889
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M06;5.218
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M05;5.642
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M04;4.914
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M03;5.340
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M02;3.040
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Viajero;Total;Residentes en el Extranjero;2025M01;3.344
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2026M04;74.568
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2026M03;62.348
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2026M02;44.729
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2026M01;41.244
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M12;51.711
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M11;64.696
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M10;74.483
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M09;72.491
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M08;77.326
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M07;72.836
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M06;69.165
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M05;79.726
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M04;68.774
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M03;56.963
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M02;46.788
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;;2025M01;37.017
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2026M04;65.367
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2026M03;55.031
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2026M02;37.709
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2026M01;34.569
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M12;45.257
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M11;56.766
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M10;63.992
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M09;62.636
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M08;67.005
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M07;63.416
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M06;60.586
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M05;70.005
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M04;60.777
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M03;45.284
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M02;41.201
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en España;2025M01;31.091
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2026M04;9.201
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2026M03;7.317
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2026M02;7.020
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2026M01;6.675
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;6.455
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M11;7.930
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M10;10.492
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M09;9.855
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M08;10.321
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M07;9.421
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M06;8.579
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M05;9.721
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M04;7.997
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M03;11.680
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M02;5.587
Total Nacional;08 Castilla - La Mancha;13 Ciudad Real;Pernoctaciones;Total;Residentes en el Extranjero;2025M01;5.925
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2026M04;27.728
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2026M03;22.943
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2026M02;17.512
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2026M01;13.912
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M12;20.254
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M11;24.418
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M10;31.353
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M09;29.433
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M08;34.659
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M07;25.140
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M06;26.331
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M05;27.591
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M04;26.848
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M03;20.005
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M02;23.854
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;;2025M01;14.964
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2026M04;24.113
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2026M03;20.588
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2026M02;15.554
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2026M01;12.111
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M12;18.203
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M11;22.108
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M10;27.005
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M09;24.679
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M08;31.416
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M07;22.129
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M06;22.565
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M05;23.416
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M04;23.582
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M03;17.590
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M02;21.890
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en España;2025M01;13.310
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2026M04;3.615
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2026M03;2.355
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2026M02;1.958
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2026M01;1.801
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M12;2.051
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M11;2.310
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M10;4.348
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M09;4.754
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M08;3.243
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M07;3.011
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M06;3.766
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M05;4.175
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M04;3.267
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M03;2.415
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M02;1.965
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Viajero;Total;Residentes en el Extranjero;2025M01;1.654
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2026M04;51.617
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2026M03;38.810
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2026M02;31.116
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2026M01;25.815
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M12;35.517
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M11;43.205
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M10;53.612
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M09;52.140
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M08;61.292
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M07;42.902
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M06;44.432
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M05;48.914
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M04;48.380
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M03;34.877
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M02;44.446
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;;2025M01;26.175
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2026M04;44.911
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2026M03;34.464
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2026M02;27.454
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2026M01;22.306
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M12;31.541
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M11;38.648
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M10;45.898
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M09;43.765
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M08;55.614
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M07;37.412
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M06;37.811
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M05;42.481
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M04;42.727
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M03;30.338
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M02;40.519
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en España;2025M01;22.404
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en el Extranjero;2026M04;6.706
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en el Extranjero;2026M03;4.346
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en el Extranjero;2026M02;3.662
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en el Extranjero;2026M01;3.509
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Pernoctaciones;Total;Residentes en el Extranjero;2025M12;3.976
